"Very intoxicated men who incite each other to fight.   I met a á vile smelling man on the tram who got closer and closer to me á till I got up, then he got angry.",disgust
I worked in a harbour and emptied latrine containers from the á back of the lorries.,disgust
When I was a young teenager (14)  my brother-in-law to be had á made heavy advances to me.  I did not understand very well what á it was all about but I reacted strongly and the feelings are á still there.,disgust
I had intercourse with someone and then I realized that what I á had done was wrong and it disgusted me.,disgust
Helping older people on the toilet.,disgust
I was present when they found a shop-keeper dead in his shop.  á He had been shot with a shotgun at close range.,disgust
"When I was touring Asia with my present football team, I saw old á Europeans with young asiatic prostitutes.",disgust
"With my mouth full of bun, I drank directly from a packet of milk á which turned out to be weeks old (completely separated).  It took á a while for the milk to seep through the bun.",disgust
[ No response.],disgust
"At an anti-pornography meeting, when samples from films and á magazines were shown.",disgust
NO RESPONSE.,disgust
My boss on the job failed to keep his promise about something he á knew was extremely important to me.,disgust
When my mother's new husband treated her and my brothers and á sisters badly.,disgust
Slaughtering of animals.,disgust
Can't describe any disgust situation.,disgust
When I learned that a relative had been spreading rumours about á me.,disgust
"There is a certain person, whom I only have seen. He makes me á cringe, feel disgust.",disgust
"Was confronted with a person having negative thoughts of other á people because of their social status, beliefs, color and á outlook on life (perspective).",disgust
In a public swimming hall I saw a very aggressive man who á practically attacked the children who got in his way when he was á swimming.,disgust
"This is difficult, since I don't remember feeling disgust towards á anyone.",disgust
The murder of two girls on a school trip to Berlin (and sexual á crimes generally) a couple of years ago.,disgust
"Some people were unfairly treated, because of their á nationality/colour.",disgust
Close friends talking badly of other friends.,disgust
"Political and military trnsgressions around the world, generally á speaking. This cannot be described through this questionaire.",disgust
Doesn't apply.,disgust
Can't remember having had this feeling.,disgust
"Having been unjustly punished, I feel disgust towards the person á responsible.",disgust
"Reading about executions and massacres which happened during á World War II, I felt disgust towards those who did it.",disgust
When people manipulate others through appearing better than what á they really are.,disgust
"Quarreling with my father, when he made false assertions.",disgust
Can't remember any episode of disgust.,disgust
"Outside a night club, a grown man was sitting on top of a younger á woman, beating her up.",disgust
Can't remember any such feelings now.,disgust
The sadistinc exacution of a student in the USA.,disgust
Seeing a pornographic film when looking for a place to live.,disgust
Maltreatment of children.,disgust
I feel disgust towards those who are responsible for the death of á others.,disgust
Overeating a traditional type of food - blood pudding.,disgust
Does not apply.,disgust
"A teacher gave me lower grades than I was entitled to, and was á hoping for.",disgust
"When a \friend\"" dropped a frog down my neck, and I didn't know á",disgust
"I had a discussion with my wife about an over-weight acquaintance of á our's, about her eating habits and the scars caused by her á pregnancy.",disgust
A saturday night a bus full of drunken people.,disgust
"As a child, when I saw an \unesthetic\"" sight.""",disgust
We were at a hamburger bar and a man at a table nearby started á coughing and spitting into his plate.,disgust
"On Reperbahn, in a restaurant, a \charming\"" old saleswoman came á",disgust
"In the army, an acquaintance of mine tended to use his position á to advance his own interests.",disgust
When I saw hundreds of snakes twisting over one another in a á movie.,disgust
A rich man expressing disgust towards an alcoholic.,disgust
In the bus I was sitting next to a colleage who was drunk and á behaved in keeping with his state.,disgust
A too eager approach by a dirty drunken person in a bus.,disgust
When I noticed that a nice person was being exploited á economically.,disgust
"At my grandmother's detestable and selfish conduct towards my á elder sister, although her behavior was due to senility and lack of á understanding.",disgust
"Spoilt, smashed and molded potatoes in the fridge, and having to á clean up the dish later.",disgust
My parents inherited an appartment and this made them behave in a á peculiar manner.,disgust
I felt disgusted at the environment while getting back to my á student lodging. I did not see anything in the suburb which had á been planned by taking people's comfort into account.,disgust
"In the army, I had been in hospital for two weeks and as soon as á I returned to the company, a sergeant ordered me to fetch a load á on the tractor trailer.",disgust
"I was travelling in a local train when a drunkard, smelling á terribly, entered the same carriage and started eating fish that á was stinking.",disgust
When an untidy and heavyly drunk person made endeavours to á approach me.,disgust
When a friend of mine got drunk and started to blame and scorn my á other friends and me.,disgust
The male friend of my mother (a widow) moved in to live with us.  á I did not like the man.,disgust
"A series about Freud was shown on TV.  In it, a tampon had been á set in the nose of a woman, and forgotten there.  After great á pain it was taken off (close-up picture), the woman was bleeding á from the nose and the mouth.",disgust
[ The same as in anger.],disgust
Watching a violent movie.,disgust
"When an acquaintance of mine told me about the way his parents á treated their sons in an unequal manner.  The most successful of á them got continuous encouragement, and the youngest was not á encouraged and was rejected.",disgust
"In a film, there was an episode where they used a chain saw to á cut a man.  I could not look at it, but I could not avoid á listening either.  I sought shelter in my boyfriend's arms.",disgust
"When an acquaintance (he was drunk) of my room-mate vomitted on the kitchen á carpet.  It was past mid-night and my room-mate had just moved in, á this acquaintance had helped her move in.á ",disgust
"When an unpleasant person tried to make friends with me.  A á subtle, small, insignificant, grey being whose helplessness and á neutrality evoked the feeling of disgust in me.",disgust
A friend of mine came to see me when he was quite drunk.,disgust
"I detested my father who was a drunkard.  He would rave, á threaten and blame my mother and me.  He finally drove us away á from home.",disgust
"When I was watching a movie with many violent episodes.  They á accurately showed the cutting of corpses, etc...",disgust
"My life-partner is going through a crisis (way of life, old-fashioned values) á and can only get out of it by talking bold decisions.  I have á noticed his cowardice and attempts to escape his problems by á drinking.  I detest his drinking and his being full of self-pity.",disgust
A man spat on the wall of a house.,disgust
"While reading Olli Jalonen's new book, the distant, cold and á selfish relationships between people (in the book) made me feel á disgusted.",disgust
A very drunk person.,disgust
[ When some people act very important in any situation.],disgust
My mother called me because she had read through the enveloppe a letter á addressed to me.  She denied having read it intentionally and á said \the words just popped out through the enveloppe as the sun á,disgust
"On a trip abroad, a lady-like member of our group turned out to á be an alcoholic.  She spoilt many days of my holidays because of á her behaviour and paranoia.",disgust
"While watching the movie called \Deer hunter\"" on TV, when it á",disgust
"When I heard about the advances an acquaintance of mine had made á to my friends, who did not approve of them.",disgust
"A nightmare.  I was dreaming about bloodsuckers, which I tried to á shake off from my body, they are everywhere, they get glued, they á suck.  And there are a lot of them.  I panic.",disgust
"While walking on the street with a good friend of mine, we met an á acquaintance of hers.  My friend started showing off and telling á false stories about herself and praising herself.",disgust
"After the first of May, I detested my fiance's friends, who had á piled on to our party and spoilt it completely.",disgust
When I saw a spider.,disgust
"Once again, my life partner came back home drunk at midnight.",disgust
"In the morning, the cat of my landlady had vomited on the floor, á near the staircase I take to go to the bathroom.",disgust
"At school, I detested the spinach gruel which had lumps of flour á in it.",disgust
When I noticed two spiders running on the floor in different á directions.,disgust
The disgust I feel towards a certain person.,disgust
"A man tried to have sexual intercourse with me, though I had á communicated my unwillingness.  Later on, I felt disgust at that á person as well as myself because I had partly submitted.",disgust
"In a lift a drunken, fat and untidy man tried to make advances at á me.",disgust
"When I was working, I got treated in a way which I felt was not á democratic.",disgust
"I happened to see two boys fighting, one of them fell down and á hurt his head.  The other one used this to spank the head of the  boy on the ground.",disgust
"I once watched the series called \Dynasty\"" on TV, and I detested á",disgust
One of my fellow students used questionable and unfair means to á advance her studies faster than others.  I detested her.,disgust
"While travelling in a bus, there were three people sitting behind á me (two men and a woman).  They were drunk and the conversation á was unbelievable (about fucking, fellatio, etc...).  They tried á to get others to take part in the conversation.  I loathed it and á felt like crying.",disgust
"I was on my way home by bus.  A man who had drunk a fair amount of á alcohol started talking, trying to hug and pat a woman sitting á next to him.  Fortunately it was not me.",disgust
"I heard somebody talk about studies in a highly enthusiastic á \student-like\"" way.""",disgust
The behaviour of a fellow towards me and some others in the army á was really mean.  I detested this.,disgust
"Yesterday in the elevator a man started smoking, this is á something I just can not tolerate.",disgust
"I saw a movie called \The Thing\"", the film directed by John á",disgust
When I saw our computer teacher.,disgust
"When I was still a child, I saw a horror film on TV in which á there was a rotten human skull.",disgust
"Father said: If you are pregnant, you will have to procure á abortion. I was filled with disgust against my father.",disgust
A gigantic spider climbed over my face and what is more - in my á own flat.,disgust
"Scuffle in a carriage of the underground in Vienna, three drunk á men thrashed a man in a wheel chair - I watched the scene from á another carriage.",disgust
"Eco-activists demonstrated against a project to build a power station á at the Danube in the middle of a lowland forest (Hainburg) and á the government decided to delay it for another year. When my á father heard about it, he said that we needed another Hitler.",disgust
In broad daylight I saw an untidy old man pissing and playing á with his penis in the middle of the town.,disgust
I read a book about the sexual phantasies of women; I read about á a woman having sexual intercourse with a dog.,disgust
When I entered the dissecting room for the first time. I think I á felt disgusted mainly because of the bad smell of formaline.,disgust
"Old man in hospital, hollow-cheeked, only one half of his nose á and glass-eye, rattling breath.",disgust
"Several weeks ago, I had problems with friends, I felt disgusted á by a friend.",disgust
"On a trip I passed by a cellulose factory. It was a fine day, á beautiful landscape; I observed this factory with disgust.",disgust
In a certain book I read about cruelties and violence in prison á and souteneur circles; I felt especially disgusted when I read á detailed descriptions of physical and mental torture of less á powerful people.,disgust
A friend prepared a soup with chicken heads and invited me to eat á it. I saw the eyes staring at me and the tongues hanging out of á the bills. I was so disgusted that I felt nausea and had to leave á the room.,disgust
A drunken man forced me to kiss him.,disgust
A friend told me how he managed to win the sympathy of as many á people as possible. He said he first listened to what they said á and then he tried to only say things they would like to hear. á He would never express his own opinion. I felt really disgusted á when he told that.,disgust
"When I stayed in the house of friends, I washed my face and á wanted to dry it with a towel. This towel seemed to have been á used over a long time already. It smelled indefinably awful.",disgust
"In school I had difficulties mith mathematics. When I had to work á for an examination, I really felt disgusted.",disgust
I saw a physically handicapped young man whose spittle ran out of á his mouth while speaking.,disgust
"During a football game, another player who was perspiring very á strongly ran into me.",disgust
"I read a book about the situation in South-Africa, about the á terrible violations of human rights. I was disgusted with the á white population.",disgust
"A drunk man attacked his wife and wanted to humiliate her by á insulting her. Then he turned violent and started to beat her in á front of her child. She left it happen without saying a word in á order not to make things worse. I watched the scene and tried to á calm the man, but without success. Just because he was stronger á we had to comply. From that day I detested him.",disgust
"I watched the news at the TV, it was a commentary about á \Hainburg\"". I felt disgusted when I heard members of the union á",disgust
A friend was assaulted by a young man on her way home.,disgust
At school a classmate who was a very good pupil had to help á another boy who performed less well. He told him on purpose the á wrong things so that he had to repeat a year.,disgust
When I was younger I often saw my father come home drunk (he had á big problems at that time). Once he woke me up in the middle of á the night and shouted at me.,disgust
"One day, when I was twelve years old, my brother took some slimy á substance swimming on the surface of a pot of vinegar made of á cider and threatened to throw it at me.",disgust
When I listened to a conversation of friends talking about the á power of money.,disgust
I read about a monk who had been murdered and put into a barrel á which was filled with blood of pigs.,disgust
"At a discussion a friend took a \faschistic view\"", what I had not á",disgust
Some time ago a girl tried to make me up without any action of my á part. She used all possible means. Although I behaved refusingly á she did not give up for a longer time.,disgust
When a boy had continued to use foul language and swearing in á front of a group of my friends.,disgust
"No very strong such emotion. Treatment of my sister by her á dancing instructor - he is a \user\"", i.e., takes advantage of her á",disgust
On boat trip - saw mother giving young child (aprox 6-7 years) á cigarettes.,disgust
People spitting in railway stations.,disgust
"I assisted to a scene where the police attacked a person that á didn't have his documents. The savagery was too much, and the á attacked person bleeded to much.",disgust
"The acts of brutal violence in generally disgusts me. Fights, á phisical aggrssion, etc.",disgust
In a sexual experience with an unknown woman where after the á sexual act I only could go away without looking backwards.,disgust
"When I saw a woman subjugated by money and not being able to hide á how she hated herself for not having the will power to get out of á such a situation because it was convenient, according to what she á told me.",disgust
My brother caught a spider and let his frog eat it.,disgust
I have a horror of spiders and snakes. On a walk through the wood á I saw the body of a slow-worm (without the head).,disgust
"I went out with my sister, her boyfriend and his friend. I did á not like this young man. But suddenly he overcame me and kissed á me. He was very strong so that I could not defend myself.",disgust
When I was molested by an old drunk man.,disgust
At the butcher's I saw an animal which had just been slaughtered; á blood was dripping on the floor.,disgust
"When I attended school, our class visited an institution for á mentally and physically handicapped persons. Although I tried to á control my feelings, I was disgusted.",disgust
"At a party I met a girl who drew me to her, told me some nonsense á and always wanted to kiss me.",disgust
I was sitting in a station-hall and watching a lavatory á attendant. She was very dirty. She started to eat something out á of a dirty cup - it must have been something like lard. Then she á took some breadcrumbs out of the pockets of her apron and ate á them. I had to leave - I felt like vomitting. ,disgust
"When I watched a report about El Salvador on TV, I saw people who á had been murdered by terrible methods.",disgust
I studied medicine for several semesters. I was always disgusted á when we had the dissecting-course. I cannot understand why some á persons like this course.,disgust
On my way to a concert I went with a man who tried to molest me. á At that moment I did not care much but now the impression fills á me with disgust.,disgust
"A man whom I like, was drunk and tried to molest me.",disgust
"A friend of mine was telling jokes which I felt to be very á disgusting, especially because I was eating.",disgust
Several years ago I stayed with friends in the mountains for one á week. We lived in a hut and had to cook for ourselves. One day my á friend did not succeed in preparing spaghetti. That dinner was á terrible - nevertheless we all ate rather much and had an á improper and unsavoury conversation.,disgust
Whenever I see a spider or a snake I feel disgusted.,disgust
On TV I saw a report about church in Amerika. A priest was shown á who was performing miracles in front of the camera - I felt á disgusted.,disgust
When a very near person got into an awkward situation but showed á only helplessness and indecision.,disgust
When I got indecent offers.,disgust
In cinema I saw a film which showed how a person was torn out his á guts when he was still alive.,disgust
"Normally my father never tells vulgar jokes, we do not speak á about sexual things, too. But once he told such a vulgar joke, á that I was really disgusted. He did not tell me, but some of his á friends, but I was present.",disgust
"I had a quarrel with a friend who lived with me in the same flat. á He moved out. Before he went he invited me and some friends for a á drink. At last he was totally drunk and smelled disgusting. á Besides, he told lies about us and behaved as if he was to be á pitied.",disgust
I was insulted without a reason by a drunk man.,disgust
"When my grandmother was about 80 years old, she lived with us for á several years. I saw her illness. I did not even want to breath á the air that smelled of her presence.",disgust
"When I was a child, I was sometimes forced to eat things that á disgusted me.",disgust
"After a pleasant evening with friends in my flat, one of them did á not want to leave, because he wanted to sleep with me. He said á that he had fallen in love with me, that he felt alone and so on.",disgust
When I worked at the life-saving sevice and saw the first exitus.,disgust
"When I was in the army, we got a certain dish for dinner that I á do not like at all. We were not obliged to eat, but I was very á hungry.",disgust
When I worked at the life-saving service I was disgusted by a á patient whose outward appearance was distasteful.,disgust
I read about a murderer who brutalized his victims by cutting á open their stomaches and taking out their bowels.,disgust
"When I was walking on the street, I slipped on the dung of a dog. á I did not fall down, but I felt disgusted by the bad smell on my á sole.",disgust
A drunk man bumped into me and wanted to grip me. Fortunately I á was able to break loose.,disgust
I saw a drunk man tottering behind his wife and insulting her á awfully.,disgust
"On my way home in the middle of the night I saw a drunk man and a á woman who were quarreling, beating each other, shouting and so á on. I felt disgusted especially because they treated each other á in such a degrading way.",disgust
At a party I saw two persons having a fight. The aggressions and á the hate between these persons produced an unpleasant impression á on me.,disgust
When I heard about a murder of a 16-year-old girl.,disgust
"3 years ago I served in the army. Once a collegue denounced me á because of a delict, which is usually committed. I was arrested á for 3 days. I still detest this man.",disgust
"I think I have hardly had a situation where I felt disgusted. á Perhaps once, when I saw a big spider.",disgust
Accidentally seeing a friend in a compromising situation with a á stranger.,disgust
The price I was charged for work on my car.,disgust
"A friend once reacted childishly (he is 23 yearrs old) to my not á responding in his favour to a request, that is: he asked me for á some money I refused, and his reaction was quite childish.",disgust
At a social event when none of the guests would help to serve á food or clear tables. It was all beneath them.,disgust
"A colleague and I were sitting on a bench next to an old man in a á shopping centre. the old man coughed and spluttered somewhat, á then with his fingers removed the resultant phlegm and mucous á from his mouth, and transferred it onto the armrest of the á bench.",disgust
"When I heard about the way a parent of a friend had mistreated á him, and caused a great instability.",disgust
Disgust at a girl I know for continually feeling sorry for herself á and never acting positively to do something about her problems.,disgust
"I realised that someone was insidiously attempting to shit me off á I was disgusted with him for doing so, because I afforded him á with no excuse to do so.",disgust
Disgust with myself for consistently making foolish errors in á communicating with others (asking for 1/2 Kg of nuts when I only á wanted 50 g).,disgust
I discovered some pornographic literature in a workmates drawers. á The literature featured pictures of naked women defecating on one á another.,disgust
"A girl with whom I was staying having sex with a person for about á 3 nights running, and then with his brother the following night, á and back again.",disgust
Disgust with oneself after being intoxicated enough to go to bed á with a stranger.,disgust
When my father revealed inconsistent morals.,disgust
A lecturer in great detail spoke about his sexual experiences.,disgust
"Viewing the nuclear war film \Threads\"".""",disgust
When I became aware that an acquaintance had stolen from friends.,disgust
A female friend was violently ill on the return journey from a á wedding reception we attended. Getting her out of the car when á home took quite a while.,disgust
When after a party celebrating a friend's 21st birthday - upon á leaving I found 10 people outside throwing up and further 4 á unconscious.,disgust
"We had friends to dinner and one of them threw a beer bottle in á the air, and it bounced on an expensive table and damaged the á table .The person did not apologise.",disgust
"Discovering a good friend had lied to me, resulting in a á detrimental relationship with another person.",disgust
When I found out some family friends were embezzelling the á company they worked for - using company petrol and food supplies á and claiming furniture and crockery.,disgust
Someone ruining someone's property just for the fun of it.,disgust
Was picking up my father from work and on passing through the á Valley watched three prostitutes walk up and down waiting for á someone to pick them up. Clothing was disgusting.,disgust
"When I heard that one of my good friends, when at a party, had á got herself involved with some very undesirable characters and á was experimenting with drugs.",disgust
"While watching a film of an experimental operation on a cat's á brain in which the cat had metal pieces protruding from its eyes, á mouth etc. to keep the head stable while being cut open.",disgust
"At school, when the only thing people my age could think of was getting á rolling drunk. They couldn't have a good time without firstly á getting drunk.",disgust
"During the PY 102 film session on Tuesday, one of the films shown  á was of an experiment on a live cat involving strapping it into a á machine for possibly days, and doing things to its brain.",disgust
At a party where the boys were telling revolting stories about á the girls they'd been with.,disgust
"At my father, when he yelled and accused my sister's friend (over á the phone) of doing something he didn't do, or know anything á about.",disgust
A situation where I ignored my beliefs and principles for a trip á of whimsy.,disgust
Hearing of a filthy situation over the phone.,disgust
At a night club watching little tarts trying to earn a living.,disgust
When I have seen people very drunk and making fools of á themselves.,disgust
"When walking along the beach with my boyfriend, we saw 2 people á having sex on the sand dunes in full view of everyone. It was the á fact that they chose that area in which to have sex, that á disgusted me.",disgust
"I stayed at the Coast for a weekend with friends. My brother came á to drive me home, but was rude, and in a hurry to rejoin his á friends. I was embarrassed because the family involved was á extremely nice, and hospitable to him.",disgust
When I saw a male engineer one year and came back to find he was á now a female (I don't know it/them personally).,disgust
Person talking about a situation while eating.,disgust
"On a camp - boys and girls in one cabin. One guy forced himself á upon another girl and was having intercourse, while the girl in á the bunk beneath was pretending to be asleep and not be ill.",disgust
"Doctors ignored relative who complained about pain, and is now á dying of cancer.",disgust
A person that eat half of a cockroach in a cake without knowing á it.,disgust
To be kissed by soembody I didn't expect to.,disgust
When I see all the putridness of people. The fact is the catarrh á and spits that whash the streets of S.Paulo.,disgust
To go through the underground way at suburb station of LAPA. Poor á people and the ambulants badly dressed up in a passage badly á kept.,disgust
"A dirty person, smelling bad and unknown laying on me.",disgust
An acquaintance of mine revealed himself in a light unexpected to á me.,disgust
"When I was watching some scenes from the Bertoluchi's film á \Twentieth Century\"".""",disgust
When I happen to witness some sadistic acts.,disgust
I was on a walk with my child when I met a drunk woman.,disgust
Disgust with a subordinate.,disgust
Someone smoking on Electric train (Electric trains are á non-smoking) with alcohol smell coming from person.  ,disgust
"When one of my parents verbally, personally abused the other.",disgust
Being in a Malaysian city with my girlfriend coming out of a á picture theatre - seeing her rush up to a taxi that a very old á sick man was trying to get to. Seeing her take over the taxi.,disgust
When a friend didn't invite her own parents to her Graduation á ceremony.,disgust
"I was sitting at a rock concert, listening to an extremely loud á band. A tiny baby in a crawler had been left by his young mother, á right out in the sun next to a speaker, and was screaming - á probably in pain.",disgust
"One of my flatmates and I came back to the flat Monday morning, á to find a real Mess, left by the guy we share with.",disgust
I have an adopted Aboriginal sister I felt disgust due to the á racism she has been subjected to.,disgust
"When I discovered my mother had been having an affair with my á father's best friend, and then ran away with him without even á speaking to me about what she was doing letting me come home from á school simply to find her gone. I was filled with disgust and á contempt.",disgust
Viewing the results of senseless vandalism to a local primary á school.,disgust
"When I found out how the people of Ethiopia were starving and á their government was spending millions on celebrating being in á power so many years. Then I saw all these people on TV needing á food, etc.",disgust
Returning home in the late afternoon I saw an indecent act made á by a man with the purpose that I saw it.,disgust
I went to a restaurant with my boyfriend for dinner. There we saw á a couple. the man of the couple was a negro and he hadn't manners á for eat.,disgust
A teacher giving a test was called by a student by his first á name. He (the teacher) said that he didn't give him this liberty.,disgust
I felt disgust of dirty.,disgust
When I red a report in the magazine VESA about an Iranian telling á what she had lived in the prisons in Iran. I felt disgust about á that people.,disgust
"I had this feeling when I met a girl, not that she was dirty but á she was to \fresh\"", dump and childish.""",disgust
I felt disgust of my father when I knew he had a lover.,disgust
Disgust of drunkers and of blood.,disgust
"When my friends and I were camping in a weekend, and with little á food, we met a middle age couple from a small town that invited á us to eat in their house. Their house was small, badly built with á old and dirty forniture and utensils. The problem was with pans, á and dishes, and even the food.",disgust
When I went in a clinical hospital and saw in what conditions á people are attended there.,disgust
"When some friends and I get acquainted a guy during vacations I á thought he was disgusted and \a friend\"" of mine for whom I feel a á",disgust
When a girl that I liked didn't accept my curting.,disgust
"I met a girl (22 years old), married. I liked her. I asked her á for a date and I kissed her. I discovered that she lived nearby á where I passed every day. I got amused thinking that her husband á would be ... or me . I didn't talked to her anymore.",disgust
In contact with a poor family of northeast it was offered to me a á crab to eat at my request. But the fact that this crab was á prepared antihygienically and his appearence was also á antihygienically it caused me disgust but I ate it anyway.,disgust
"When I knew that a person who I didn't like, had about me other á feelings.",disgust
After a serie of facts that occurred between a colleague and me I á started to feel a certain necessity to get apart and I didn't want á to see her anymore.,disgust
"I was sitting in school, waiting for my sister to go home. Suddenly a á boy put fire in a paper and threw it were I was sitting. The á paper didn't get me, but I felt terribly disgusted at this á cowardliness and irresponsibility that caused a great á discussion. We went to the director and he, drunk as always, said á that I was ... attention in school. I felt disgust of this á situation, and of the persons implicated in it.",disgust
"There is a girl at my work that doesn't take care much of her á hygiene she comes always with her hair oiled, a not very agreable á smell, and a bad appearance. Beside this she tries to be nice.",disgust
I felt disgust toward meat when I felt sick with the steak after á a week only on meat.,disgust
