"My mother told my uncle who is a Roman Catholic Priest á (Redemptist Father) that I had been living in a de-facto á relationship for three years. He was very, very angry at me.",shame
[ No response.],shame
[ No response.],shame
[ No response.],shame
[ Do not remember any situation of that kind.],shame
The day after the night I drank too much at a party.,shame
[ No response.],shame
[ Do not know.],shame
[ Can not think of anything.],shame
[ I do not remember when I last felf ashamed.  I do not usually á feel ashamed of what I do.],shame
[ No response.],shame
[ No response.],shame
[ No response.],shame
Comments from other children on my alcoholic father,shame
"Hit a dog with my car, and didn't stop.",shame
An exam where questions about very specific knowledge were asked.,shame
Stealing from my mother's purse when I was a little boy.,shame
"I entered the wrong room, and got into a bed where someone á already was sleeping.",shame
When the cast general election resulted in Norway getting a á conservative government.,shame
"I was talking badly about a person to some friends, and á discovered that his daughter was listening.",shame
Cheating to get the best grade on a test in 7th grade.,shame
I overreacted towards my mother and felt ashamed afterwards.,shame
"Feeling inadequate in a group situation, being unable to convey á my own thoughts and feelings.",shame
"I was making very strong statements about infidelity in couples. á Then I discovered that one of my best friends, who had just been through á a very sad case of mutual infidelity, was listening.",shame
"If I don't go to lectures, I often feel ashamed.",shame
When taking part in the mobbing of one of my best friends in á primary school.,shame
Taking part in the mobbing of some girls in my class in primary á school.,shame
"My father died after two very painful weeks in bed. I felt á relieved, and was ashamed of that.",shame
Was accused of having hidden intentions in a situation when I á believed I was acting honestly and fairly.,shame
Doesn't apply.,shame
Can't remember that feeling.,shame
Being caught in changing the truth (lying).,shame
"I woke up at the house of someone I knew, not remembering very á much about what had been said or done during the party on the á previous night.",shame
Participating in a theft several years ago.,shame
Telling friends about how my parents had been treating my á brothers and sisters unfairly.,shame
"When I got really drunk on Norvegian Indipendence Day, and was á not allowed to participate in football (soccer) games for two á weeks. That was very unpleasant.",shame
"My father was a member of the public Alcohol and Drugs Board, á when I was picked up by the police for being drunk in a public á place.",shame
"At a private party I literally fell into the food. The party was á completely ruined for the host, carpets had to be cleaned, etc.",shame
Forgetting an important appointment.,shame
When unjustified hurting other people.,shame
I lost my driver's licence because of speeding.,shame
"Talking about a person's unattractiveness, not realizing that the á person was listening.",shame
Forgot to do some shopping that I had promised to do.,shame
"Having finally to admit I was wrong, after having denied it for a á long time.",shame
Was caught stealing apples in a neighbor's garden.,shame
Fighting with my father while drunk.,shame
When I confessed to my girl-friend (now my wife) that I had á betrayed her with another woman.,shame
A conflict with a pupil and there were probatory teachers á present.,shame
"On a social occasion, I noticed that I reacted on the basis of my á autonomous nerve system (I could not help it).",shame
We got into a fight with some chaps in front of our family house. á The value of the property destroyed was approximately 15 000 FIM. á I felt ashamed when my parents came to know about this.,shame
"At the funeral of my uncle, I was one of the bearers.  I was not á familiar with the etiquette and acted tactlessly because of my á ignorance.",shame
"When I lied to my girlfriend, telling her that I had passed an á exam, when I actually did not even take it.",shame
I saw a skid-row (chronical) alcoholic and I was ashamed of the á people with a high standard of living.,shame
"A man asked me: \May I sleep in your stairway?\""  and I answered á",shame
I had promised to help out with domestic chores and I forgot á about it.,shame
I made a major mistake while learning how to use a computer programme á and the teacher criticized me.,shame
I slandered a person behind his back and he got to know about it.,shame
"I arrived late at a seminar concerning my major subject at á university, although I had been appointed to formally oppose the á paper which was being presented.",shame
"A truth expressed unthinkingly at a coffee party.  I realized á later that I had been inconsiderate, at a wrong moment and the á wrong place.",shame
When my friend let my personal matters be publicaly known.,shame
My girlfriend was away visiting another city and I brought á another girl home. Next morning when I started getting sober I á felt quite ashamed of myself.,shame
"On the way back from a Summer spent in Sweden, I drunk with a man á in the train.  I had drunk so much that when I got home I fell á asleep in the entrance hall.  I have never drunk that much, á neither before nor after that incident.  I was ashamed because my á mother and my sister had to see me in that state and my father á had to carry me to bed.",shame
"While quarelling with a fellow worker of mine, I was vehement and á irritated and I told him what I thought of him in plain language.  á I was ashamed of myself when I met him the next day.",shame
"As a little girl, I was sick in the middle of a school day and I á vomitted in the basin of the classroom.",shame
When I forgot a promise made to a friend of mine.,shame
At school I was talking to a classmate about mathematics.  I had á grown weary of it and said : \I would like to throw the book on á,shame
"I had promised to lend something to my mother-in-law and I forgot á it a couple of times.  When she asked me about it the third time, á I was ashamed at my absent-mindedness.",shame
As a child when I was blamed for peeing in the swimming-pool.,shame
The morning after a wild party.,shame
"I was talking to a friend of mine about our parents and á education.  I said something and then realized that I did not á know my friend's parents, their motives and education.  I felt á ashamed at having talked about something I did not know anything á about.",shame
"I thought I would be able to use the mangle of the house, and so á I did not want any help.  However, I blocked it and I had to get á the janitor to help me out.  He reproached me for not having á followed the instructions",shame
"I was carried away while talking about my visits abroad and I á tended to boast a little, till I realized that the listener was á amused.",shame
Badly chosen words to a vague acquaintance of mine made me feel á ashamed at having given the wrong impression about what I wanted á to say.  Thoughtlessness.,shame
I said something especially stupid which I did not mean at all.,shame
"When I was on holiday with my former boyfriend, he hit me and á behaved in a very evil and ugly manner in front of the hotel á personnel.",shame
"When I was caught telling a white lie.  At that time, I was not á allowed to stay outdoors after 8 p.m.  One day when I was late, I á made up a story that our neighbour had invited me to his place, á though I had actually forgotten about the time while playing with á my pals.",shame
"Again, a quarrel had come up in our difficult relationship.  My á life-partner threw all the books off the shelf.  I am sure that it á disturbed our neighbours since this happened late in the night.",shame
In an express bus I sat on a seat meant for senior citizens and á invalids.,shame
When I approached a person of the opposite sex and was rejected.,shame
"An argument that grew out of an ordinary conversation with a á person very close to me, when we should have been having a good á time together.",shame
"[ Generally, when I am late in attending to matters (for example á paying bills).]",shame
"I feared that I would have to describe my sexual life to an á older, strange woman.",shame
I failed an exam which I thought I would certainly pass.,shame
When I noticed that a person I found attractive had seen me á picking my nose.,shame
"When after having had sexual intercourse with a friend, I thought á that he had told about it to a friend of his.",shame
"I told evil lies about a close friend of mine.  I was evil in á order to sound jolly, to charm a person whom I wanted to impress. á  I sold my friend, I was despicable.",shame
I was dishonest to my boyfriend concerning something that is á important to our relationship.,shame
"After our sad first of May party, I felt ashamed because the á friends who had been invited had to suffer.  We, the organizers á of the party, did not drive the intruders away.",shame
While playing I urinated on grandma's floor and did not go to the á lavatory.  My cousin told grandma and she came.,shame
"My love and me rented a room in a hotel one evening.  We stayed á there a few hours and when leaving the hotel, I felt ashamed.",shame
"My boyfriend's mother, whom I had not met earlier, made an á unexpected visit.  I was lying lazily on the bed, reading a á newspaper and my boyfriend was studying.",shame
I told some acquaintances of mine something that I regretted á later.,shame
"When I realized that I had been wrong about a person close to me, á because of pre-set ideas and prejudices.",shame
After an event in which I felt that I had acted unfairly.,shame
"I told my friend about how I had calculated my salary by cheating a á little.  When my friend remarked about it, I understood that it á was wrong to do so, and I felt ashamed.",shame
[ Sometimes I have by accident said to another person something á in which it is easy to read a negative attitude.],shame
"While working as a domestic helper, one day I had not cleaned up á very well and they made a remark about it.",shame
"I had been away all night without having told my parents about á it.  In the morning when I came home, my mother looked tired.  á She said that she had been awake all night because of me and that á she was angry and disappointed.",shame
"I feel guilty as I am not working, and even my studies are not á progressing.",shame
My friend told me in a fairly loud voice the blunders she á committed last night.,shame
"When I was seven years old, I stole a chewing-gum from a big á glass bowl on the counter of a nearby shop, and I got caught.",shame
I gave a wrong answer at school.,shame
"While attending some affairs, which were taking some time, with á a bank officer, I felt that my clothes and appearance were out of place, too á raggy.",shame
"I tried to date a girl, but she refused.",shame
In primary school I once faltered while answering a question and á the others started laughing.,shame
I had misbehaved at a party and did not wish to meet the person á in question later.,shame
"When I was going downhill on skis, and fell down twice the first á time.",shame
"As a small boy, I took a coin from an empty taxi cab.  My mother á saw it and told the driver about it.  I even knew the driver.",shame
"I had an intimate relation with my boyfriend, but unfortunately á we had sexual problems; therefore I deceived him, but I was á ashamed when I told my friend about it.",shame
I was very fat and felt absolutely unwell. I was afraid of á leaving the house and getting to know new people.,shame
I put an end to a friendship with a girl - I had only pretended á love and affection to be able to sleep with her.,shame
There was a time when my room looked terribly untidy; just at á that time my aunt came to see me; fortunately I could prevent her á from entering the room.,shame
Somebody who knows me very well discovered that I had told him a á lie.,shame
In our flat the bath-tub is in the kitchen. At the beginning I á had very intensive feelings of shame when I had a bath and people á were in the kitchen.,shame
I think I felt ashamed for the first time when I entered a night á club.,shame
When my father came into the bathroom and saw me standing there á naked.,shame
"When I was a child, I thought that I had to be ashamed when á asking and doing certain forbidden things.",shame
"When I went to a sauna with my father for the first time (I was á 16). When I entered the sauna naked, I felt ashamed for a short á time.",shame
"When I talked to a psychotherapist for the first time, I started á to cry; first I talked to him but he did not say anything and á after a while I was crying.",shame
"When I had to go to the gynecologist and to sit on that special á chair, I felt ashamed.",shame
A friend started to insult another person without reason and I á felt ashamed of her behavior.,shame
"In a restaurant, I made the acquaintance of a boy who always told á the same things in a very loud voice. I laughed and said to him á that he always repeated the same things. Some time later I heard á that he had undergone a complicated brain operation.",shame
"A friend of mine has not very much money. Therefore, once I á stayed with him and his girlfriend, I bought some meat, but nobody á wanted to go and prepare it for dinner. My friend said \I thought á",shame
"I played in a stage play. Suddenly, in front of 200 people, I á could not remember the words I had to say.",shame
"It was in a group situation: suddenly it was my turn to say something,  but I felt that I was not able to express myself very well - I felt á ashamed and blushed.",shame
"I tried to pass an examination particularly well, but I did it á worse than ever. I felt ashamed.",shame
"My P.T. instructor also works as a masseur. He wanted to massage á me, therefore I had to undress. For the first few times this was á not easy for me; I got gradually used to it.",shame
"For a medical check-up, we - boys and girls - had to take off our á clothes with the exception of our underwear. Then we had to go á into another classroom where older pupils were sitting and á staring at us.",shame
I took the tram without paying. There were many people around me á when I was caught by a controller. I felt ashamed but also angry.,shame
Some men were talking about me and my sister.,shame
When I was a child I played my mother a nasty trick to make her á feel hurt.,shame
"At school I was bad in mathematics. Although my teacher had á admonished me to do my homework, one day I had forgotten to do á it. When my teacher noticed it, I blushed and was ashamed to be á rebuked in front of the other pupils.á ",shame
When I was ten years old a classmate laughed at me because I had á told him that my father had retired.,shame
"I went for a walk with a very close friend; we were talking about á our problems, I told her lies.",shame
"At a weekend's seminar my trousers suddenly burst, therefore I was á prevented from participating in several activities.",shame
When I went to the sauna for the first time and there were men á and women.,shame
When I was about seven or eight I was caught having stolen a á doll's dress from my next-door neighbour.,shame
"After failing a second attempt at Med 4, following a number of á difficult personal circumstances.",shame
When harassed by this boy - it was sexual (refer to GUILT).,shame
Falling over.,shame
In a party of friends I got completely drunk.,shame
I felt ashamed when in a certain occasion I had to read a text á and didn't stop stuttering.,shame
"When I wanted to kiss a friend and didn't succeed, I felt shame.",shame
When somebody suddenly said something (about me) at a wrong á moment and I didn't agree (at that exact moment I was needing an á extremely positive word).,shame
When my mother surprised me while masturbating.,shame
Once I spoke without thinking very much - it was quite a á nonsense.,shame
I came home from a party rather drunk. I said things I would á never have said normally. Next morning I was terribly ashamed á about what I had said.,shame
During the oral part of my final examination I made a mistake in á speaking so that all the teachers laughed at me.,shame
When I had a Latin examination in school.,shame
In school I was very bad in running long distances and my á class-mates laughed at me for this reason.,shame
"After a party I spent the night with a friend. We both were á drunk, the morning was disillusioning. A friend was me leaving á the room and I felt shabby and immoral.",shame
I put my head into the pullover of a girl to see her breasts. The á girl looked at me so that I felt ashamed.,shame
"I had to go to the doctor's because of a veneral disease. I told á the doctor that I must have been infected by my boy-friend. This á was not true, but I was ashamed to tell the truth.",shame
At a cross-country race I wanted to take a short-cut (which is á not allowed). I was caught and disqualified. All my friends had á observed that.,shame
"Some time ago we had a tournament in our tennis-club. For á tactical reasons I was chosen to play against a much weaker á player than I am. Although it would have been enough simply to á win the game, I defeated him extremely. This would not have been á necessary.",shame
"I asked my friend to come with me to a disco because I wanted to á be with a person I know well. But when I amused myself with á others I let my friend sit alone, although I had asked her to á come.",shame
It was the time when everybody spoke about and discussed á Hainburg. I was also asked for my opinion. I was ashamed because á I had no firm view of the whole thing and therefor was not able á to join the conversation.,shame
At a carneval-party I smooched with a man - some days later I was á rather ashamed for that.,shame
My mother and my grandmother were talking about one of my á grandmother's friends whom I hardly know. I gave some deprecatory á comments on him whereupon my grandmother told me that the man had á died recently.,shame
"When I had slept with a boy for the first time I felt ashamed for á three reasons. First, because I was only 13 years old, second, á because I did not really like him, third, because he had caught á me napping.",shame
"When I was a child, my uncle came to see us. I spit at him and á ran out - I do not know the reason for that. My father came after á me and insisted on my apologizing.",shame
I spent an evening with my girl-friend. When we wanted to go to á bed I was totally drunk. Next morning I felt rather ashamed.,shame
When I bought new skis; I was ashamed to tell the assistant that á I am not good at skiing and therefor bought racing skis.,shame
"I was sitting in a restaurant with friends. They asked me á something which they thought I should know. Actually I know it, á but at that time I was not able to remember it.",shame
"When I was 6 or 7 years old, I pulled down the trousers of a á friend because I wanted to know what she looked like. My mother á watched that and (as a punishment) sent me into the house. We á never spoke about that; I think it was as embarassing for her as á it was for me. ",shame
"I went to see a friend. There were other people, too, and á everybody brought some present. I was the onlyone who brought á nothing. My friend was very hospitable and did not show anything á - although I knew how he felt.",shame
"My boyfriend had drunk too much and beaten me. When I had to show á the letter the door, which was almost crashed, I felt ashamed.",shame
"I am left-handed. When I attended the first form, we learned to á write with pens. I smeared everything I had written. All my á friends had written well and wanted to know why the teacher was á looking at my note-book. I was ashamed.",shame
"When I was 12 years old, some friends of our family had come to á watch TV. I lay on the floor and moved my pelvis. When the other á people had gone, my mother told me that it had looked as if I had á wanted to make sex.",shame
"I look up to my Karate-teacher. When I came to a training lesson á after I had not trained for one week, I was totally stiff. I was á ashamed.",shame
When I made a fool at an examination.,shame
I had to pay a fine because of speeding.,shame
"When I was a child, I had a medical check-up. I had to undress á myself and was examined by several doctors.",shame
When I was a child: I had told my mother a lie and she found it á out.,shame
"Some persons, who are important for me, came to see me and I had á not washed the dishes.",shame
"When I stayed on a nudism beach, a man was watching me in a á disagreeable way. I had the feeling that he was examining my á body.",shame
"After an oral examination I shook the professor's hand, but he á had only stretched it out for my ball-point-pen.",shame
My girl-friend and I live in one flat with another couple. We get á along very well and usually we share everything. Once we two were á sitting in our room and eating a cake when the others came in.,shame
During a discussion I said something rather stupid and á unnecessary.,shame
When I broke the piggy bank of my brother and my mother á discovered that.,shame
Once I went home totally drunk and roused all our neighbours from á sleep.,shame
When my boy-friend left me and I wanted to persuade him to stay.,shame
Parents finding out I smoked.,shame
Caused fault in V.C.R. by not following instructions carefully.,shame
"On one occasion whilst engaging in horseplay with my girlfriend, á I caused her to be physically harmed.",shame
"The mother of a small child found me shaking the child in á exasperation, because I couldn't get it to sleep.",shame
"I had promised to contact a friend about a particular matter by a á certain date, then thought no more about it until the friend á reminded me after the date had passed.",shame
"When I realised that I had become too emotionally involved with á the person I'm going out with, and when I began to like someone á else and questioned whether I really care about person I'm with.",shame
I am ashamed of the horrible way I used to treat my little á sister.,shame
"I do not seem to feel emotion such as shame, guilt or fear - far á out !",shame
"I had been rude to my mother at a time when she needed á comforting, not anger (death of my sister).",shame
"Upon returning from a journey of about two weeks duration, I á found that a collection of pornographic literature had been á removed from my room I had previously thought that no one was á aware of the existence of this material.",shame
During an argument an acquaintance accused me of having insulted á her parents by having had sex in their house which they á overheard.,shame
"I feel shame every time I think of very dear friends of mine á abroad who were family to me for a year, and now 2 years later, I á have attempted, but have not actually gone through with á corresponding with them, to express my feelings and gratitude.",shame
When I woke up after a night of drinking I couldn't remember and á discovered several untoward things had occurred.,shame
I was walking outside the union refec after rain when I tripped á and fell.,shame
"Following heavy stirring / ridiculing a close friend who was á very vulnerable to such attack - inspiring fierce, defensive á counter-attack.",shame
Caught cheating on a diet.,shame
Cheating in a minor geography exam at school.,shame
Having had a very heated argument with my sister - I began á hitting her about the head with a newspaper I was holding.,shame
After making a joke about a friend's marriage that was too á personal.,shame
No specific instances - perhaps having lied as a child resulting á in someone else being blamed for the event.,shame
When my best friend foud out I'd been lying about something I'd á been doing behind her back.,shame
A friend giving me an expensive Christmas gift while I gave her a á cheap one.,shame
Had a very good friend. We grew apart I found myself running her á down to other friends.,shame
"When I hadn't studied for an exam, so I pretended to be sick so I á wouldn't have to go to school. I lied to my mother - she realized á I had been lying when she got home from work and found that I had á been over to a friend's place.",shame
"When my mother asked me to do a job for her which does not á require much effort on my part, yet I refused for selfish reasons á and saw her have to do it.",shame
A girl I was with yelled something out to this group of guys I á knew. It sounded really childish.,shame
Several years ago I was caught riding the train without a ticket. á The station-mistress treated me like a criminal almost.,shame
Getting slightly intoxicated at the 1984 I.C.C. Ball.,shame
"When I was little and didn't own up to placing a lolly on the á varnish, this pulled it all off and I didn't admit my guilt.",shame
I bacame involved with a boy for a very brief moment not because á I liked him but because I needed some sort of company. The á consequences weren't as I expected and caused me much shame.,shame
Sending pictures home when I'd put on so much weight.,shame
When I was little - Mum caught me telling a lie about who broke á the cup.,shame
When my friends were rude to a girl. ,shame
"When I told my sister I had slept with my boyfriend, and she at á first was mad at me I then felt shame for this act, but not á guilt.",shame
"I allowed my then boyfriend to touch me, if only briefly.",shame
"When Dad went to a Sports Day and was the only parent there, and á he was cheering for us.",shame
Lying to a friend about something that was trivial.,shame
Felt it after I spoke terribly (got mad at) the person who is the á most important in my life.,shame
When my new jeans split while I was with the youth group.,shame
"One of my best friends'fiancT broke off the relationship because á his feelings for me were stronger than for her. I felt the same á for him, but did not really encourage him to leave her or stay á with her - still felt shame.",shame
"A situation where we were the center of attention, and things á happened without my control on them, that showed our disagreement, á and ignorance.",shame
"A day when I was getting out of the shower I covered only the á front part of my body with a towel (I was 7 years old), and I á didn't see that my cousin was in the room.",shame
I felt it when I felt that I was being observed as an object of á pleasure (sexual) when I opened and took off a shirt in a á classroom at P.V.C.,shame
In a fight with my girlfriend in a luncheonette where everybody á stared at me in such a way that I had to leave it.,shame
I confused a girl with another.,shame
Once as a school girl I was copying at a class work and my á teacher spotted me.,shame
When I was a school girl and I copied at a class work.,shame
When I have a plain appearance.,shame
I was unaware that I had walked the streets in torn trousers.,shame
I lied to a friend.,shame
When bathing at surf beach & lost togs.,shame
"I felt something akin to shame after a heavy night of drinking, á along with waking up with a woman I had just met whose husband á was an epileptic. I was later to know that she knew my mother.",shame
As a child - being sent to the shop by mother - buying some á chocolate - getting caught by mother.,shame
"Saying something quite rude, but in jest, about a photograph of á someone, but it didn't quite turn out that way.",shame
"Because I was lazy and unthoughtful I did not get into contact á with a very close friend when she shifted from the Gold Coast to á Brisbane, for a month, despite her efforts to contact me. I felt á shamed when I finally confronted her again.",shame
"First weekend back home after one week at Uni I scolded one of my á sister's best friends for using our telephone. Very silly, but I á was annoyed because she was there at a time when I needed to be á with my family.",shame
I can't remember ever feeling shame.,shame
"I recently became sexually involved with my sister's lover. I á care for him very much, but I am ashamed of the hurt I may cause á her.",shame
I slept with a man purely because I found him physically á attractive and was under the influence of alcohol.,shame
"I went to visit Montrose home for crippled children to interview á a handicapped child. I interviewed two boys and it went really á well. I promised I would visit them, but never got the time. Now I á hope they've forgotten me, but I feel ashamed of letting them á down.",shame
In a school parting we agreed to go to a restaurant. á We met at school and we separated us in several cars. My car á broke and we arrived late. All those who already had arrived á stand up and applauded us when we entered two hours late. á All the restaurant attention was turned on us.,shame
When the teacher asked me to read my composition that was the á homework I stood up and invented one because I hadn't done it. A á colleague saw that in my copy book there was nothing written and á he accused me and so I was called in the director's room.,shame
One day in the intimity with my girlfriend I had an ejaculation.,shame
Shame of not doing something well.,shame
I made a comment that at the moment didn't fit.,shame
"I was very fat, and was ashamed of my body.",shame
When my mother found out that I smoke maryhuana.,shame
Shame of being reprehended.,shame
When I went to meet the family of my boyfriend in a party in his á house. His mother was eager to know me and all his friends ready á to make jokes about the situation.,shame
"In the last day of carnaval I met a boy and began to flirt with á him. I was in love with him. When he introduced me to his friends á I died of shame because I was with them before, I met my á boyfriend in carnaval.",shame
I felt shame when I had to talk with a person that I hadn't seen for á many years. Shame that he wouldn't recognize me or that I á wouldn't know what to say.,shame
When I had my first sexual relation and it didn't work.,shame
"When my mother looked in my drawer (where I keep my personal á things) and she found some porno photos that I have kept from á more than a week, and split it.",shame
It was my birthday and all the members of the group made me a á surprise in a public place at 10 p.m. giving me flowers and suvenirs.,shame
"After lot of explanation, to fail in my work.",shame
"I went to study in a public library but I didn't know it well. I á got a book and wanted to study hearing music. Then I went to a á place were I could do it, but when I passed by a door a bell rang á and a man came saying that I couldn't leave with the book.",shame
Some times I was ashamed of presenting seminaries or even to á speak in class.,shame
"A day I was with my boyfriend and a couple of friends in a bar, á and he said something that I didn't like (I don't remember what). á Without thinking I slept him in his back, getting ashamed and á sorry just after.",shame
When I had to act alone a character for a public (40 people).,shame
"When somebody I knew greeted me and started to talk with me and I á didn't know, I couldn't remember who he was.",shame
"I was working in I. when a friend of mine borrowed his car so I á could get bach there, I had to come to S.Paulo and his car was á here. He said :\When you get the car tell my mother that you are á",shame
"I had never made a malicious joke in front of my boyfriend. Last á week I did it I was funny, he loved it, and I died of shame.",shame
In a play (secret friend) during the time of the high school I á had to give a present to a boy and I was very ridiculous because á of this.,shame
We where in a bar and my friend had a fight with some guys who á were in the table aside.,shame
"When I began to date, the first gestures of affection made me á feel ashamed. Note: for GUILT go to record n¦231",shame
When I went to a halloween party and had to walk through a shopping á center dressed like a witch.,shame
When a friend told me a story and I stayed dumb because I had no á story to tell.,shame
When a group of friends began to make critics about me.,shame
I feel ashamed every time that someone makes me a positive or á negative critic.,shame
"When I accused unjustly a person of robbery, who proved me the á contrary, almost caused a public fight.",shame
"When I realized that my bathing suit was spotted, I had became á menstruated.",shame
When I fell down.,shame
"I felt ashamed to be Brazilian and to live under a military á dictatorship that despoiled the people, when during my military á service.",shame
I felt ashamed of feeling sorry about myself when I passed á through the situation of being betrayed by my girlfriend.,shame
I was in a bus with my school material when I fell and sat on the á lap of another passenger.,shame
"The day my boyfriend saw and touched my breasts when I was á without my shirt, only with my pants.",shame
When I arrived late at the job and met the most troublesome boss.,shame
